MFCCs (mean),Max,Mean,Min,Paths,Std,Var,Zero crossing (mean),Chroma cens (mean),Chroma cqt (mean),Chroma stft (mean),Melspectrogram (mean),RMSE (mean),Spectral bandwidth (mean),Spectral centroid (mean),Spectral contrast (mean),Spectral rolloff (mean),Tonnetz (mean)
-3.2066945002816714,0.544952392578125,-2.4547386169433593e-05,-0.6505126953125,construction/done108.wav,0.08920110962471871,0.007956837958281084,0.21440850888578275,0.2698329228975653,0.5915458023724003,0.5470481492723173,1.6648057125021467,0.07487888297236296,3100.378149675228,3622.6389477695616,18.534928527896984,7310.797645641973,0.002623285283299213
-14.033423371178124,0.4031982421875,-3.2017345168244752e-06,-0.425933837890625,construction/done109.wav,0.032489288651135234,0.0010555538770567847,0.22273158482142855,0.27953333631774635,0.6546450887093891,0.630189542938451,0.20074555175654848,0.015966607730902947,2807.176717883461,3484.669003398977,15.982594985107406,6985.3095703125,-0.01056785021663352
-1.1663720885541824,0.388641357421875,-3.331146240234375e-05,-0.334808349609375,construction/done11.wav,0.061646751756721664,0.0038003220021548658,0.08737738368610222,0.2716419195078865,0.6139270614746354,0.4885898499702132,0.8538226785880729,0.061282913651621064,2863.950184950195,2427.478448388329,17.5755260806947,6062.628622329273,-0.01791165568308372
10.701699304908184,0.9921875,0.0162728515625,-1.0,construction/done110.wav,0.9759856862423868,0.9525480597500228,0.35767615565095845,0.2702400503699067,0.5295584988148184,0.5193736760309071,100.30820232806595,0.97611667788285,3306.1619791914754,4882.543645096059,14.581050253523946,9041.090271191097,-0.005428811187399081
9.508582377070217,0.9921875,-0.071981689453125,-1.0,construction/done111.wav,0.9826291296281878,0.96556000639385,0.4767809005591054,0.2752642399728539,0.6125617718733829,0.5282779846676368,80.97522235494938,0.9852610124297916,3307.6605253414114,5208.140062483587,14.503725382633414,9355.419999875201,-0.010375667365661229
-3.449692472132155,0.37451171875,-1.840057373046875e-05,-0.33184814453125,construction/done112.wav,0.05144366193119576,0.00264645035289116,0.1100302016773163,0.2691327993287613,0.537383417789921,0.5753852916705129,0.4741776310521044,0.04279452675004068,2248.6834159223395,2119.721210398986,17.637621744018762,4091.6525746305906,-0.007212758447369803
-4.113951630727332,0.625946044921875,-6.0218048095703125e-05,-0.498565673828125,construction/done113.wav,0.037006889480449404,0.0013695098690181971,0.1703337160543131,0.2857002771360965,0.7305252929656647,0.6745146159012367,0.2857452876095402,0.030986139102120162,2165.9388033978007,2549.9650721276066,16.054501096483193,4965.295215155751,0.0019649074737905954
3.9740928270720555,0.999969482421875,-1.3479232788085935e-06,-1.0,construction/done114.wav,0.27746431354468176,0.07698644529082148,0.4732022513977636,0.2876975680290673,0.7661583540931025,0.8112626955782103,5.78525867827758,0.2774606259230093,3020.4764725885448,5219.05713223081,14.421330570740547,8875.841856155153,-0.0010395706339641957
-14.621464074464495,0.999969482421875,-9.667230432377149e-05,-0.98480224609375,construction/done115.wav,0.12130998416705087,0.014716112258610137,0.3792501100352113,0.2824904775269123,0.5977656725151201,0.4950934780205868,1.0801210111891035,0.10299681714963034,2697.2798795756657,4992.366250631416,21.463625388262077,8169.348488391285,0.0028040396714314885
-12.43474118802221,0.83428955078125,-5.249348484051573e-05,-0.820068359375,construction/done116.wav,0.16409053638372725,0.026925704130699318,0.3545047075320513,0.28375621669203804,0.6390481332184265,0.5662281022656117,2.1558274777347983,0.15384554717746868,2458.3663731642137,4481.917413269803,23.122097174751342,7030.5908203125,-0.0016555781791699688
-11.395747633792102,0.23236083984375,1.2239646911621093e-05,-0.192413330078125,construction/done117.wav,0.014360408077161463,0.00020622132014260424,0.3842118235822684,0.28250612918216683,0.6775464475898578,0.6104769769242736,0.013538917584229551,0.011847156582006831,3081.6883103931114,4869.8971317758915,16.08554026751631,8401.01064858726,0.0017055842112995141
-19.71864389375064,0.8497314453125,-1.7682196012710072e-05,-0.782440185546875,construction/done118.wav,0.057053451607585924,0.003255096340339148,0.4035136587667785,0.2806369605529577,0.6355309106038886,0.5537520628177893,0.2307139426725029,0.04900656028527254,2591.817837873632,4784.667774316879,16.99709859018526,7883.681411231124,-9.592819266081076e-05
-6.6165901988097096,0.2890625,-0.00019437408447265625,-0.3408203125,construction/done119.wav,0.05062551169792622,0.0025629424346768647,0.4785327850439297,0.2790178375701043,0.6610528643581112,0.5475711235367602,0.2032023667144908,0.04263647188628173,2859.7924641700724,5459.217943937859,16.28566408808377,8747.743376223043,0.0067986135950041104
-12.004802953452899,0.5833740234375,-7.717132568359375e-07,-0.719085693359375,construction/done12.wav,0.03126904354186512,0.0009777530840230568,0.20508436501597446,0.28409200946482804,0.6866586935567612,0.5310180538921027,0.14535879157335405,0.022986827458869638,2665.487055577077,3199.0515043080077,17.635722683989876,6151.788466578474,0.00019156224412097172
-2.8439041973024173,0.283447265625,-0.00014901809692382812,-0.289337158203125,construction/done120.wav,0.058715988867982516,0.0034475673487450453,0.3651797748602236,0.2801688764466679,0.6307827355991509,0.4908737342583605,0.46018098668760604,0.05770870034309665,3113.1613469790973,4927.708778799987,16.544570393692087,8596.976556259984,-0.002164164162459387
-9.646986000932944,0.81024169921875,-0.00010212669372558592,-0.86126708984375,construction/done121.wav,0.16951565900823978,0.028735558648997832,0.5518950928514377,0.2814387100933579,0.6480699836683376,0.4541176566986886,1.6137057285491574,0.1535316248243827,2796.509841063224,5179.6895440019425,17.010623430289062,8593.158368485423,-6.403009914838129e-05
1.0585167805583648,0.7509765625,-0.0015267465636311136,-0.834197998046875,construction/done122.wav,0.14106683416604918,0.019899851701631617,0.3899829621010638,0.2590967812559174,0.4773225276596278,0.38828915773804185,1.5621540647568881,0.12976087378497,2866.047585957625,4888.943325556226,19.789290833961342,8077.150307513299,-0.01202478200596531
1.2630650517145925,0.6651611328125,-0.0022407681905882893,-0.790130615234375,construction/done123.wav,0.117552331084718,0.013818550543451154,0.226852638134058,0.2557162211311583,0.5650097542048729,0.3127678625027434,2.161288783274644,0.10896225623426463,2770.3119898490413,3721.222182350116,19.57560199246211,6972.128693953804,0.018750053540841704
-7.959122500823561,0.740203857421875,-0.00021846981048583984,-0.84210205078125,construction/done124.wav,0.14356064839210772,0.02060965976676238,0.4648047499001597,0.2760006365487155,0.6432170439075262,0.4638562271396187,1.3332647900156172,0.12639820291205422,2761.7207962865623,5021.440865678094,17.381959310255276,8165.624531998803,-0.00045944658980261134
-8.562766971567612,0.185791015625,-1.5227127075195312e-05,-0.18621826171875,construction/done125.wav,0.030748158540385782,0.0009454492536246994,0.07658215605031947,0.27289797297241897,0.6023468431481795,0.5204075510483673,0.20929266503069405,0.023417620257850002,2615.277410635717,2029.1951796818869,17.504590177450908,5019.7473885533145,-0.011200083891991692
-6.045284581210859,0.3624267578125,-3.752899169921875e-06,-0.447418212890625,construction/done126.wav,0.07927911804361679,0.006285178557773725,0.17649105181709265,0.279773635665747,0.6511633716705635,0.5488143073591257,1.259556167044132,0.07677685432743951,2708.459777906826,3045.5579067743492,16.62132532939374,6274.348854333067,-0.002758938340321616
-3.9752647477237018,0.44427490234375,-0.00016024761199951172,-0.4278564453125,construction/done127.wav,0.1275906985034819,0.01627938634460642,0.4644209889177317,0.2826045953145506,0.6784344097355848,0.15698548109181107,0.7526815696431429,0.12285218884336913,2713.3600375336937,6624.427071485643,16.612705862552342,9532.054182058706,-0.003770573700733388
-2.5107034412813345,0.39215087890625,-0.0004691431045532227,-0.452728271484375,construction/done128.wav,0.07496265378524808,0.005619399462526965,0.3698738268769968,0.27106142723488635,0.5270888840063744,0.6283230506621492,0.6207114373615257,0.07400470394099304,2960.175501361074,4303.5533009441415,17.498429435881008,7756.184089831271,-0.02122218805100726
-5.648788756552559,0.5889892578125,-0.00020998859405517575,-0.666778564453125,construction/done129.wav,0.10950517245173592,0.011991382793684422,0.16524966303913738,0.28281295045683025,0.6863519766866935,0.6175353662516898,2.6141599274097023,0.09954372938906003,2776.484523008701,2805.006149202008,18.017145494813608,6395.2581338608215,-0.004254924762382645
0.6069893164707298,0.329864501953125,-0.00032461719512939455,-0.34771728515625,construction/done13.wav,0.057515041546398187,0.0033079800040839093,0.20583940694888175,0.2523450893616304,0.4997530591977409,0.6444821499583058,0.5759812938025684,0.05261495617706838,2637.033271383569,3435.0941512157897,17.803330735215454,6537.700616513578,0.004233215095575125
-0.9911510401611312,0.445587158203125,-7.820816040039062e-05,-0.355010986328125,construction/done130.wav,0.06101109194218784,0.0037223533399780976,0.426765612519968,0.2765726117787265,0.6346668145893883,0.6103250319918383,0.4521546316817043,0.05961209698153569,3221.1567253356798,5124.189774031353,16.867155732023548,8936.072908346645,0.0034848694937809114
-2.3044040302765274,0.25054931640625,-0.000693787956237793,-0.26531982421875,construction/done131.wav,0.030827598794346336,0.000950340847425184,0.08865814696485623,0.2846053814948081,0.6955555356174612,0.6077846149503185,0.20814530625768848,0.029142887830314736,2553.9263549726306,2186.694741060633,15.496690958679626,5031.752321285941,-0.0042326984439671755
-12.120385822734518,0.032470703125,4.390144348144531e-06,-0.044464111328125,construction/done132.wav,0.005135959450743425,2.6378079479680704e-05,0.0379330571086262,0.2528880552042033,0.4961194843198378,0.5374925793483121,0.006060007983843452,0.00460966225824711,2281.4646439162093,1527.7306152429026,17.28551180833367,3226.2654752396165,0.03339037640289839
-6.107492176783566,0.158935546875,-1.7174911499023434e-05,-0.181610107421875,construction/done133.wav,0.027408803709461242,0.0007512425207837763,0.36173060603035145,0.2778651634405333,0.6318878440568316,0.5849152388679871,0.06872537741319537,0.02532166220411663,2964.453432670542,4469.549316812847,17.751362214311786,8058.990459015575,0.019988961228300524
-4.09102579304974,0.185516357421875,-3.349609375e-05,-0.1783447265625,construction/done134.wav,0.03571136564190315,0.0012753016360097006,0.306272464057508,0.2833793647478461,0.7273926079406574,0.5305762771918789,0.1858032264725573,0.03530310249900247,3131.137449602807,4159.43810622826,18.18086598784345,8128.474596894968,-0.002540029345718154
-13.300554366846153,0.899566650390625,-2.175979614257813e-05,-0.9290771484375,construction/done135.wav,0.07668562897405856,0.0058806856911469705,0.20780657198482427,0.28001578844142233,0.6331817410429167,0.6172640477708531,1.1271026075302637,0.04518154360446812,2426.4111772550077,3051.6148989692183,15.856170469587296,5792.878815769768,0.011775343112062572
-14.435069576201197,0.483551025390625,8.653016337768339e-06,-0.50830078125,construction/done136.wav,0.024521070906751992,0.000601282918413959,0.1255859375,0.2771578213892469,0.5978051219114845,0.5636675315393149,0.08509063744994146,0.014159756684662498,2624.1636217491127,2615.2532072387444,16.163949055978506,5594.47998046875,0.003606443504044061
-12.929001370911093,0.41778564453125,2.601339277282645e-05,-0.582489013671875,construction/done137.wav,0.02896790215986655,0.000839139355543601,0.27964311079545456,0.2824909272241901,0.6549574583348745,0.5843777980434065,0.07535027109089842,0.023685680254473783,2654.3993990951285,3813.9977957944643,16.507988222563,6655.9130859375,-0.0014240075428940144
-7.736518825099758,0.45867919921875,1.8465580084385017e-05,-0.40667724609375,construction/done138.wav,0.08006978555733629,0.006411170559197819,0.21642065829918036,0.2664169802327594,0.5940341726305144,0.4612830172486089,0.5710377504063102,0.061880193223950414,2629.0284565437264,3309.179461656037,17.05845937339055,6033.356413294056,-0.009225655690926223
-4.211647115199952,0.999969482421875,-1.887603822949017e-06,-0.87225341796875,construction/done139.wav,0.12219546254459095,0.014931731066486532,0.3084563198468543,0.2713877842349529,0.5972044498970629,0.33716362051828125,1.4214375511529784,0.09861039159294753,2775.529580553355,4012.8473606602665,18.726380308447656,7317.046593672392,-0.01581896919550593
1.632791296469502,0.31817626953125,-3.6956787109375e-05,-0.319976806640625,construction/done14.wav,0.08307191590139237,0.0069009432115280074,0.06873065595047924,0.2733011238594188,0.5748580967868872,0.5264114049787111,1.597473604873667,0.08247264879603869,2390.706407481351,1860.9578636938236,17.22834683711102,4911.599799695488,0.013846756985806
-11.9324712606157,0.272064208984375,2.7366212731298863e-05,-0.32562255859375,construction/done140.wav,0.03393980780631473,0.0011519105539295829,0.3022960984563253,0.27906466566080257,0.5468158005930656,0.3872674952396429,0.1115352931247718,0.030106996857652293,2764.13849662045,4327.5242550555295,17.04813456512917,7355.275202371989,-0.0010364714211959349
-11.610807593356874,0.55517578125,1.944561004638672e-05,-0.585723876953125,construction/done141.wav,0.031769327709370715,0.0010092901831053897,0.3643014926118211,0.2833652160290122,0.5872846859071508,0.44695184903229984,0.09624773278050457,0.029196018797712064,2770.4121530221328,4675.93079829306,16.742399513096135,7625.161772414137,-0.0032237233931278106
-5.170277261996653,0.303497314453125,-4.7983360290527337e-05,-0.281707763671875,construction/done142.wav,0.06310822409474957,0.003982647948393129,0.11179300619009584,0.2799133073321202,0.6496919378283377,0.5041978501127972,0.8096218713829091,0.06198468214241795,2127.343745243441,2006.5153999687875,17.506650727067047,3561.5436395517168,0.0042140281615992425
-11.32053769977508,0.1019287109375,-1.9704055786132813e-05,-0.1097412109375,construction/done143.wav,0.01979253272537367,0.0003917443516849876,0.2674049645567093,0.2802120446157294,0.6674174811157346,0.6106081298820523,0.04550140652097675,0.017455805993062175,2449.842352188137,3468.4541693050605,16.266074358444673,6087.739226612421,0.009176294858383326
-12.12961543576266,0.079193115234375,-2.889251708984375e-05,-0.080902099609375,construction/done144.wav,0.014655763977492813,0.000214791417763976,0.2355543630191693,0.28429651650804555,0.7499010861086272,0.5969729112057999,0.03321029780872645,0.01455005731284936,2801.1834746979216,3644.7640704135706,18.195052756281942,7228.517419004594,-0.01138370303321185
-11.238728332384794,0.30828857421875,-2.48382568359375e-05,-0.323760986328125,construction/done145.wav,0.06117724688198298,0.0037426555360590952,0.3607415634984025,0.27451703795829474,0.6185878362249095,0.6341246567483362,0.2876101276951697,0.052751827780873284,2669.8260978232884,4292.026272794604,16.927742318090633,7246.473220971447,-0.0015219348893141824
-11.691914385091104,0.640838623046875,-2.7742385864257812e-05,-0.679229736328125,construction/done146.wav,0.11842321457850813,0.014024057751107377,0.2876694164337061,0.2843148170383093,0.6685090935256806,0.6658040601720447,1.2724103421690036,0.11300926825013255,2015.2216280874154,3581.0721249352923,18.366983924083137,5651.812256639378,-0.00517037060309515
-8.326525241416888,0.660491943359375,-0.000336053466796875,-0.643707275390625,construction/done147.wav,0.1213427653607531,0.014724066705394782,0.2380363293730032,0.28334037405822504,0.6774245617545229,0.4751339485618034,1.87368154827279,0.11444461710051952,2097.403554573441,3181.89126338704,19.613154382934816,5221.457776931909,-0.003736286127160543
-0.8526999474185429,0.43505859375,-4.5801353454589847e-05,-0.419342041015625,construction/done148.wav,0.09037509398887247,0.008167657613497536,0.06404752396166134,0.27389599040973633,0.6202443808999035,0.5392170621377171,1.9251114167383456,0.08271462543063772,2040.692619288011,1508.7203445626194,17.817575897568453,2727.218013678115,0.027039685127869764
-8.939600851838932,0.63287353515625,-0.00011701774597167969,-0.58404541015625,construction/done149.wav,0.1398681259529818,0.019563092657599188,0.25787802016773165,0.2856710390364514,0.6754160419440665,0.6407957254789415,2.027701560903614,0.138393605076249,2233.732122408804,3483.3633630560057,19.57468905107767,5944.71197646266,-0.0014247221133903926
2.7564811188950435,0.815185546875,-6.348171234130859e-05,-0.772491455078125,construction/done15.wav,0.08884397499810412,0.007893251893463751,0.250912602336262,0.267864129883056,0.5563956825711861,0.5258359915627931,1.1300960074848578,0.08521264946004567,2956.3771962709593,3754.654662269474,18.62520543584893,7301.0629867212465,0.005335784911416884
-6.953641687418682,0.58941650390625,-0.0006785623550415039,-0.572418212890625,construction/done150.wav,0.1271746667059191,0.01617339585176161,0.26068602735623003,0.28124900306630857,0.6234448398166997,0.42603086053697903,1.9007770067533645,0.1262791637958025,2626.223191495347,3842.168007556767,19.702659217719678,7331.883673622205,0.002024445809007974
5.403333370761974,0.999969482421875,-0.0010689138412475585,-1.0,construction/done151.wav,0.37812260053214697,0.14297670103319354,0.473604732428115,0.2878600661722637,0.7695055574412613,0.8083972959208271,10.717981241030357,0.378071180252757,3021.5338950244045,5226.415428156312,13.708373277243625,8880.382403778955,-0.00018804850847735293
-14.111896600185828,0.96575927734375,-7.600021362304687e-06,-0.9954833984375,construction/done152.wav,0.02350698361489313,0.0005525782786708544,0.15683812150559107,0.2822791187436671,0.6781538481589998,0.6073442089118929,0.06861164838624904,0.010869077831359288,2651.8748756223604,2873.5569965040013,15.637678940574762,5829.512779552716,0.005607558453343796
-11.669946579241236,0.40887451171875,8.958377838134766e-05,-0.3809814453125,construction/done153.wav,0.06990491027218368,0.00488669648016205,0.4883982502995208,0.2844648584035339,0.6926999587900544,0.5763156464744233,0.2996961252330959,0.06926888127385525,2731.2583193919413,5447.066839385963,16.99177856810764,8583.458107652756,-0.00765601724941841
-11.889115433532837,0.652557373046875,-0.0004379091262817383,-0.717864990234375,construction/done154.wav,0.04826557506176449,0.0023295657360428213,0.3494065744808307,0.2829726098303436,0.6573132089770419,0.5591182568785265,0.20251605154257,0.0376103313891754,2883.756216614852,4445.421979844688,16.891343983168333,8318.592829597645,-0.004806292702545491
-16.302170564494947,0.593017578125,-0.0012129224527949473,-0.58203125,construction/done156.wav,0.08034052263513022,0.006454599577285873,0.22778805360099336,0.26809023697945644,0.5595482508594339,0.4390160026213963,0.9433142550459798,0.06251993179143514,2746.6890803673623,3582.1709298569044,17.862155591229477,6926.489904542633,-0.008456233335274767
-13.777879881573314,0.519927978515625,-2.0730972290039058e-06,-0.453125,construction/done157.wav,0.06712240234938438,0.0045054168971526394,0.3664979782348243,0.2817708915972688,0.6889894716816847,0.5281259696581213,0.6097879025497559,0.06343465623881807,3202.2625678629674,4260.160838379134,21.25413101358305,8200.469795202676,-0.005153420831624404
3.8054232201754674,0.563232421875,-0.00010520610809326171,-0.617706298828125,construction/done16.wav,0.09999024898745723,0.009998049892573692,0.0984799321086262,0.2567111325657072,0.5152823126668343,0.5890768314280329,2.1296031073487423,0.09666998753144304,2555.7328180514082,2406.402606882492,17.862640769764838,5116.44041408746,0.00030887136958430967
3.673691128497094,0.9632568359375,-0.00011024799346923828,-0.932159423828125,construction/done17.wav,0.14234704622952948,0.020262681570271803,0.22908970646964855,0.23503763542771436,0.3759777794796752,0.5914485368590303,3.563917231169281,0.14100033544365348,3038.794062511159,3717.1367971142336,17.55029746786259,7611.574527630791,0.04782209908755019
-1.4347398859188991,0.6275634765625,-8.498725891113281e-05,-0.464263916015625,construction/done18.wav,0.06522421744506197,0.004254198541320726,0.09223055611022364,0.25138458739914593,0.5615600556639136,0.5404415674003525,0.9280159287516224,0.05767518156140949,2393.2012764304936,2088.7671116901292,18.068301927911985,4915.865162614817,0.0007725675056846533
-14.43607650391341,0.07794189453125,-9.408130645751951e-05,-0.096282958984375,construction/done19.wav,0.007318391755956824,5.355885789365679e-05,0.4178221096246007,0.2827445602688992,0.6916105724201004,0.5575286463614004,0.003720833921376426,0.006369422697321853,2763.524484049928,4559.439511038468,16.158508032592408,7848.9557333266785,0.004915875146142155
6.089969638357936,0.659515380859375,-0.0001969522476196289,-0.69622802734375,construction/done2.wav,0.16301631182744591,0.02657431792182308,0.12725108576277955,0.25172043394608595,0.4354350236906797,0.5967152443160821,5.806715675162997,0.16244597329493546,3027.644632898117,3006.5369804525767,17.20084240137015,6680.934255191693,-0.021294435887181943
-7.575176063178728,0.43341064453125,-9.231224060058594e-05,-0.569976806640625,construction/done20.wav,0.06246673798847269,0.003902093354920496,0.4125009360023962,0.2843163130747494,0.7256309055041744,0.5127386659306202,0.32611245169264896,0.0590649421678401,2773.278068462311,4382.075358773833,16.94254006276303,7762.650930386382,0.004803680542348839
-13.508768129559579,0.038665771484375,-9.573020935058592e-05,-0.050262451171875,construction/done21.wav,0.004234166610415109,1.7928166884754173e-05,0.2957455571086262,0.2760521246956502,0.6235904271133579,0.6168053027010445,0.0020206098273629247,0.003907947654370693,2835.948491223915,3773.508000835068,16.091803495192327,7144.414093700079,0.002081838938653677
-17.04830278657662,0.126953125,-3.371238708496094e-06,-0.127288818359375,construction/done22.wav,0.011920269003818451,0.000142092813123395,0.3910555611022365,0.2853932743393258,0.7106240280932937,0.5084277918571536,0.014191153601266859,0.01090228707141384,2849.0333692321906,4661.395008498041,18.861678079051718,8228.917014027556,-0.007746118145121885
-17.781695920933192,0.54498291015625,-1.2744712829589845e-05,-0.5771484375,construction/done23.wav,0.04285355167165324,0.0018364268908750536,0.14311632637779553,0.28468993636564505,0.6881416601240524,0.52425571154233,0.3106013644521711,0.031750133915238295,2239.941526657607,2425.105901556114,18.280642480399123,4864.371224790336,0.00045750985009485506
-9.433342080082976,0.417144775390625,-2.125053405761719e-05,-0.4791259765625,construction/done24.wav,0.08859997817783775,0.007849956133113326,0.2166283945686901,0.28368538693429185,0.7173143465162568,0.6551862557448687,1.3665579310695852,0.08846795375562654,2912.590468112277,3420.3304209121197,18.217809745409838,7152.876023362621,0.001529355269936574
-0.2588642998229765,0.446685791015625,-1.7104148864746093e-05,-0.412322998046875,construction/done25.wav,0.06055899488566265,0.0036673918615617146,0.045460076377795526,0.23127620600390936,0.4088065468623253,0.5336475632366058,0.8402958062120058,0.05621580796283094,1625.511964776566,1279.2813219985146,17.172192447599212,2710.2597562649757,-0.0091254900300722
2.908180475775975,0.349822998046875,-1.438140869140625e-06,-0.435302734375,construction/done26.wav,0.07597163924630579,0.00577168996977083,0.07520155251597442,0.2572234432350407,0.5384321491368179,0.5418492293818371,1.3001703021145048,0.07431954253951628,2377.438896552372,2014.093580773405,16.774678681129448,4507.525459265175,-0.008701486380119727
0.5696227434597667,0.404541015625,9.308433532714844e-06,-0.4583740234375,construction/done27.wav,0.05663597331076621,0.0032076334728578216,0.1063392322284345,0.27505109874260625,0.5913762417655096,0.6037428745679566,0.6868425189154114,0.05314507575262446,2731.1683495283505,2515.4817634355736,16.54999446508851,6009.0707992212465,0.015517981897898112
2.692272258826288,0.484771728515625,-4.132766723632813e-05,-0.43798828125,construction/done28.wav,0.06662644280032295,0.004439082880224706,0.13065345447284346,0.27146424906832023,0.5939734531666176,0.6872919908923089,0.9396166781451946,0.06313869732183454,3073.85167075077,3173.9921949474297,16.26837912753052,7006.305770142772,-0.030053276365265943
-3.2942579347357666,0.566162109375,0.005377018737792969,-0.417144775390625,construction/done29.wav,0.045383951226370435,0.002059703028917571,0.08996855031948882,0.27738873218965665,0.6774940617488171,0.6409283377576579,0.4591434469439874,0.04367840697369115,2259.0390149525338,1784.7713628090166,15.33976485314986,3619.538816019369,-0.0018918458464133227
-8.055953658410772,0.11749267578125,-0.007956987953186036,-0.122528076171875,construction/done3.wav,0.023866262215002286,0.0005695984721152457,0.15723748252795527,0.28572919034159683,0.7338191978407592,0.5548585710381345,0.10209237490106923,0.024976418174846082,2225.1712144060816,2501.7264697765218,17.33862298897574,4876.995323108027,0.001528696846425272
-7.508655269434972,0.18670654296875,-2.398185729980469e-05,-0.20196533203125,construction/done30.wav,0.02171111501309006,0.0004713725151116246,0.14406636880990414,0.28390573931827306,0.7201173180346404,0.6333871616668992,0.09096089891677203,0.0205124955605691,2147.084152964016,2284.790635474747,16.718387216918806,4447.707184130391,0.0012483496518062446
-11.722616465500202,0.270599365234375,-1.3222885131835934e-05,-0.267303466796875,construction/done31.wav,0.0295595005574844,0.0008737640732079205,0.2508689222244409,0.2861087916461849,0.7445042177945879,0.6232758994298587,0.1272893617073586,0.026818860545365367,2770.675408403952,3357.6328176687066,16.729212456643676,6547.95124675519,0.0033372142147228955
3.838633503862348,0.501800537109375,-5.2507591247558586e-05,-0.4775390625,construction/done32.wav,0.07957169536453162,0.006331654703185825,0.13064097444089454,0.2731545535889856,0.5861189164134213,0.6872870064485103,1.3380535132050972,0.07761371043269102,3073.850438089415,3173.986552578446,16.273200865213813,7006.236973966654,0.0015120339588428936
-5.422326959851158,0.31695556640625,1.3806915283203126e-05,-0.350860595703125,construction/done33.wav,0.07156861457821771,0.0051220665926454785,0.09811021116214058,0.2788031884015997,0.6418779823326319,0.5577795926257261,1.1148454345120542,0.07051160041174774,2104.3011473162,1935.5127319066266,18.33046098937741,3738.7969873202883,-0.008570138634813252
-4.135534260012299,0.595855712890625,-1.7254257202148442e-05,-0.664215087890625,construction/done34.wav,0.08255988827390824,0.0068161351518002105,0.22001360323482427,0.2829935976763591,0.7231333877389683,0.6078023392001995,1.339054918402157,0.08205050074432715,2863.449891519066,3127.194231341141,18.08054769484388,6550.118326302915,0.003748663071662014
